33317	RUSTY JOES	09/06/2018 08:14:04	N41 PA
33318	ZINGARI BOUTIQUE	09/06/2018 08:15:24	CBS
33319	BELLAS BOUTIQUE-ALMA	09/06/2018 08:19:02	N41 PA
33320	GLITTER ME PINK	09/06/2018 08:22:18	N41 PA
33322	JAE POSH BOUTIQUE	09/06/2018 08:24:23	FG PA
33323	6TH STREET FASHIONS	09/06/2018 08:25:09	N41 PA
33324	JANICES JEWELRY GIFT	09/06/2018 08:29:00	FG PA
33326	MAIN STREAM BOUTIQUE	09/06/2018 08:32:49	CBS
33327	POSH-PONY-BOUTIQUE	09/06/2018 08:34:16	CBS
33328	SMOORE DESIGNS	09/06/2018 08:37:15	N41 PA
33329	MARGARET-GRAY-CLOTHI	09/06/2018 08:38:55	FG PA
33331	RUBY CLAIRE BOUTIQUE	09/06/2018 08:39:41	CBS
33332	CASHMERE-AND-COMPANY	09/06/2018 08:42:28	FG PA
33334	EXPECTATIONS INC	09/06/2018 08:55:44	N41 PA
33336	TEAL-SC	09/06/2018 09:07:34	CBS
33338	PANACHE APPAREL AND	09/06/2018 09:17:29	N41 PA
33339	GRACE AND CROWN-2	09/06/2018 09:20:33	FG PA
33340	ULTRA TAN	09/06/2018 09:22:42	FG PA
33342	POSH-PEPPERS-BOUTIQU	09/06/2018 09:24:23	FG PA
33343	BLU LILY BOUTIQUE	09/06/2018 09:25:35	N41 PA
33344	CJS BOUTIQUE	09/06/2018 09:26:37	N41 PA
33345	UOI-BOUTIQUE	09/06/2018 09:27:38	CBS
33346	WHAT A GIRL WANTS-VI	09/06/2018 09:29:43	N41 PA
33348	ALIS BUBBLEGUM BOUTI	09/06/2018 09:32:14	FG PA
33351	THE PAISLEY ROOSTER	09/06/2018 09:33:30	N41 PA
33353	IMAS FASHIONS	09/06/2018 09:35:02	N41 PA
33354	DOTTIEOLLIE GREENSBO	09/06/2018 09:36:08	CBS
33355	ADAPTIVE RETAILING	09/06/2018 09:38:20	FG PA
33356	H L BOUTIQUE	09/06/2018 09:39:06	N41 PA
33357	COVER ME SOUTHERN	09/06/2018 09:40:55	FG PA
33358	FUNKY MONKEY	09/06/2018 09:41:41	N41 PA
33359	SNAZZY RAGS BOUTIQUE	09/06/2018 09:43:38	N41 PA
33360	THE-HAYLOFT	09/06/2018 09:44:42	N41 PA
33361	THETEALGYPSYBOUTIQUE	09/06/2018 09:46:13	N41 PA
33362	PRINZZESA	09/06/2018 09:47:15	N41 PA
33363	THE-UNDERGROUND-FASH	09/06/2018 09:49:22	FG PA
33365	JULIANAS BOUTIQUE-GA	09/06/2018 09:50:09	N41 PA
33367	THE-KHAKI-COW	09/06/2018 09:52:43	FG PA
33369	ROBBIES OF FAYETTE	09/06/2018 09:54:52	N41 PA
33370	JOLEY BEAN DESIGNS A	09/06/2018 09:56:12	N41 PA
33371	THATS SO FETCH	09/06/2018 09:58:16	FG PA
33372	SOUTHERN GOSSIP	09/06/2018 09:59:46	FG PA
33373	BLUSH1	09/06/2018 10:01:56	FG PA
33376	THREE CORDS BOUTIQUE	09/06/2018 10:03:05	N41 PA
