34708	TATUM ROSE	09/17/2018 07:49:41	CBS
34710	CRAZY HOUSE	09/17/2018 07:55:30	N41 PA
34711	AW ENTERPRISES	09/17/2018 08:00:48	CBS
34712	5135358001	09/17/2018 08:02:20	N41 PA
34713	BLUE FRINGE BOUTIQUE	09/17/2018 08:03:49	CBS
34714	CHEAP AND CHIC PETIT	09/17/2018 08:07:54	CBS
34715	SOUTHERN GRACE GIFTS	09/17/2018 08:09:34	N41 PA
34716	SOUTHERNDIVA	09/17/2018 08:13:58	N41 PA
34718	LIVILANEBOUTIQUE	09/17/2018 08:16:55	N41 PA
34719	PRETTY-SIMPLE	09/17/2018 08:18:35	N41 PA
34720	ACE OF GRACE	09/17/2018 08:19:47	N41 PA
34722	EMILYMCCARTHY	09/17/2018 08:21:59	N41 PA
34724	WILLOW GRACE BOUTIQU	09/17/2018 08:23:07	N41 PA
34731	LASALLE STREET BOUTI	09/17/2018 08:57:41	FG PA
34732	HEART OF DIXIE CLOTH	09/17/2018 09:01:51	N41 PA
34734	ALLIE-S-ON-MAGNOLIA	09/17/2018 09:09:55	FG PA
34735	TOO-FUNKY-CHICKS	09/17/2018 09:11:47	FG PA
34737	SHIFT-STYLE-HOUSE	09/17/2018 09:14:50	FG PA
34738	PRINT HOUSE BOUTIQUE	09/17/2018 09:16:12	N41 PA
34739	CHARLIE ANNS	09/17/2018 09:21:17	FG PA
34740	ERIN-BIRCH-AND-COMPA	09/17/2018 09:23:10	FG PA
34742	CACTUS BLOOM BOUTIQU	09/17/2018 09:25:00	N41 PA
34744	CAROLYN CAMPBELL DUN	09/17/2018 09:32:10	FG PA
34745	SWEET AND SOUTHERN B	09/17/2018 09:33:52	N41 PA
34746	OLIVE-AND-IVORY-BOUT	09/17/2018 09:38:03	FG PA
34748	SARAS BOUTIQUE	09/17/2018 09:46:35	FG PA
34750	BRYNLIE-BOUTIQUE1	09/17/2018 09:48:07	FG PA
34751	AJ AUSTIN	09/17/2018 09:49:11	N41 PA
34753	TIMELESS-REFLECTIONS	09/17/2018 09:52:41	FG PA
34758	MANA CULTURE	09/17/2018 10:14:07	FG PA
34761	VICENZA	09/17/2018 10:21:50	CBS
34763	THE FARMERS WIFE BOU	09/17/2018 10:33:17	N41 PA
34766	WESTWARD	09/17/2018 10:35:52	FG PA
34768	STYLE L BOUTIQUE	09/17/2018 10:49:03	N41 PA
34770	GYPSY JUNES BOUTIQUE	09/17/2018 10:50:56	FG PA
34773	LAYNEES BOUTIQUE-LLC	09/17/2018 10:52:02	N41 PA
34775	JS COMPANIES	09/17/2018 10:53:12	CBS
34777	ROADSIDE RUNWAY BOUT	09/17/2018 10:56:08	FG PA
34778	BLUSH BOUTIQUE CO	09/17/2018 10:57:11	N41 PA
34780	QUEEN BEE BOUTIQUE	09/17/2018 10:59:31	N41 PA
34781	POSH CONSIGNMENT	09/17/2018 11:00:44	N41 PA
34782	BERKELEY BOUTIQUE	09/17/2018 11:02:06	N41 PA
34783	KNOTTED-FERN	09/17/2018 11:05:45	FG PA
34784	BROOKLYNN AVENUE	09/17/2018 11:09:40	FG PA
34786	MARYS FASHIONS	09/17/2018 11:15:50	FG PA
34788	KARINA-SAN JUAN-PUER	09/17/2018 11:18:20	FG PA
34789	GEEGEES	09/17/2018 11:22:16	FG PA
34795	BELLES AND WHISTLES	09/17/2018 11:33:16	CBS
34796	SOUTHERN CHARMS	09/17/2018 11:36:31	N41 PA
34799	THE-SPUNKY-GOOSE	09/17/2018 11:41:41	FG PA
34801	MOLLY AND ME	09/17/2018 11:44:55	N41 PA
34803	VINES VINTAGE MARKET	09/17/2018 11:49:29	N41 PA
34805	IVY AND OAK	09/17/2018 11:53:13	FG PA
34806	JOJO AND LOU	09/17/2018 11:56:56	N41 PA
34807	UNIQUE BOUTIQUE-OK	09/17/2018 11:59:26	CBS
34808	GLITTER ME PINK	09/17/2018 12:01:00	N41 PA
34809	VESTILO	09/17/2018 12:04:51	FG PA
34810	BELIEVE-BOUTIQUE-FLO	09/17/2018 12:07:52	N41 PA
34811	1969FDG	09/17/2018 12:10:14	N41 PA
34812	PRETTY-PLEASE-BOUTIQ	09/17/2018 12:11:56	FG PA
